Identify_Eating_Disorders_in_Teenage_Girls.txt	Begin_Revision	0.974	### Looking for Signs of an Eating Disorder	1848	While these behaviors can be healthy and are not inherently indicative of the existence of an eating disorder , you should only use them in combination with other evidence to conclude that your teenage girl has an eating disorder .	### Looking for Signs of an Eating Disorder	1917	Since these behaviors can be healthy and are not inherently indicative of the existence of an eating disorder , you should only use them in combination with other evidence to conclude that your teenage girl has an eating disorder .	<replace><While><1><Since><1>	True	Looking for Signs of an Eating Disorder  1. Look for dramatic weight changes. Weight loss is common with eating disorders, especially anorexia and bulimia. Weight may drop dramatically from the starting point, or drop below a healthy weight. Conversely, those with a binge-eating disorder will gain weight rapidly. The absence of dramatic weight change should not be taken as evidence there isn't a problem. * Eating disorders don't develop overnight. Any responsible adult should aim to identify a problem before the teen is dangerously under or over weight. Incremental changes in weight over a long period can also occur which can be hard to spot as a problem when you know the teen well. * Not every weight change is associated with an eating disorder. As teenagers grow, they may lose or gain weight. If you observe a dramatic loss of weight in conjunction with other symptoms, consider confronting the teen girl with your concerns. * When a teenage girl is 15% or more outside her normal weight, she may have an eating disorder. 2. Look for physical deterioration. Eating disorders wreak havoc on the entire body. Each eating disorder evinces different physical symptoms. Besides a marked loss of weight, individuals suffering dramatic weight loss may evince other physical symptoms, such as: * Brittle hair and nails * Dry, yellowish skin * Muscle wasting, lethargy, and general loss of energy * Being cold to the touch * An increase in body hair 3. Look for evidence of purging. Teenage girls with bulimia will expel food from their stomachs through induced vomiting (purging). If you’re a parent at home and hear or see your daughter retching, or detect the scent of vomit in the bathroom after, she may be suffering from bulimia. * If detected, she might excuse the vomiting as an illness, such as stomach flu rather than self-induced purging. If she’s sneezing, stuffy, coughing, and/or has a temperature, she’s being honest; but remember, flu isn't always accompanied by vomiting, if there's no reason for the vomiting, such as food poisoning, she may have an eating disorder. * A teen girl who purges might also take multiple showers each day in order to wash the vomit down the drain and minimize the odor. 4. Keep an eye out for laxatives or diet pills. Diet pills block the body’s absorption of fat or curb the appetite, while laxatives encourage bowel movements. Both may be employed by individuals with eating disorders in order to keep food out of their body and restrict the absorption of calories. 5. Look for extreme eating habits. A teen girl with an eating disorder may binge on a large amount of food at one time, but at other times refuse to eat for long stretches. She may eat very little, or implement very strict rules about her eating such as only eating at certain times or only eating certain types of food. Fasting or skipping meals regularly can also indicate an eating disorder. * Alternately, a girl who binges may constantly snack throughout the day and regularly consume 5,000-15,000 calories in one sitting. * If you’ve had large volumes of food go missing from the fridge, the teen may be binge-eating. 6. Watch for sudden changes in eating habits. Eating habits might change quickly and dramatically, or change slowly over time. A girl who suddenly refuses to eat anything but “diet,” fat-free, or low fat foods may have an eating disorder. Alternately, a girl who exclusively eats sweets, high-fat foods, or tries a “Cola diet” of exclusively soda may be a binge eater. * For example: If you notice she no longer eats her favorite junk food, this may be a sign that she has an eating disorder. 7. Look for an increased activity regimen. Body-image issues may manifest as a desire to reach some ideal body type through intense exercise. Perhaps she has increased her workout routine from an hour or so to three or four hours of progressively more intense exercise each day? * While regular exercise is good, if you sense the teenage girl’s exercise habits are getting out of hand and interfering with her social or academic life, consider talking with her about your concerns. 8. Look for obsessive behaviors regarding food. These may include a refusal to eat certain ingredients, measuring portions exactly, or counting calories in every item she consumes. These behaviors indicate an excessive and unhealthy preoccupation with food which could indicate an eating disorder. * If she’s taken up reading diet cookbooks, watching cooking shows on TV, or reading about new low-calorie recipes online, she might have an obsessive food disorder.	.
Increase_Your_Lung_Capacity_for_Singing.txt	Begin_Revision	0.679	### Getting Healthy and Cutting Bad Habits	1869	Also try to avoid being around secondhand smoke .	### Getting Healthy and Cutting Bad Habits	1924	In addition , try to avoid being around secondhand smoke .	<insert><In><1>|||<insert><addition><1>|||<replace><Also><1><,><3>	True	Getting Healthy and Cutting Bad Habits  1. Try walking, jogging, and biking. Aerobic exercise is essential for singers, so get out there and put your legs and lungs to work. You should aim for 30 minutes daily, but it’s especially helpful to exercise on rehearsal days. The easiest and most affordable forms of aerobic exercise are walking, jogging, and biking. 2. Start swimming laps. If you have a nearby YMCA, community pool, or body of water, try to swim vigorously for 30 minutes. While it might take more effort and money to get to a pool or lake, swimming is the ideal form of exercise for singers. Water’s density makes your muscles do extra work, and holding your breath between strokes improves your breath control. 3. Take up yoga or a martial art. Yoga is great for singers, as it improves breath control, focus, and coordination. Tai Chi and other martial art forms can also help you develop a sense for the connections between breath, energy, and concentration. * You can look for yoga and Tai Chi videos on YouTube and other services. You could also look for a local studio and sign up for classes. * Yelling is a part of some martial art forms, so ask your instructor if you can skip the screaming to preserve your voice. 4. Stay hydrated. Drink at least 8 to 10 glasses of water per day. Dehydration can wear out your vocal folds. * Cool or lukewarm water is better than ice cold water, especially right before or during rehearsal. Cold water reduces your ability to precisely control your vocal folds. 5. Quit smoking. Smoking decreases your lung capacity and damages your vocal folds (better known as vocal cords). If you smoke anything, you need to quit.	.
Get_Kids_to_Clean.txt	Begin_Revision	0.87	Intro	831	But teaching your kids to clean does n't have to be a battle every time .	Intro	880	However , teaching your kids to clean does n't have to be a battle every time .	<insert><However><1>|||<replace><But><1><,><2>	True	Finding toys everywhere these days? If your kids refuse to clean up after themselves, things can quickly start getting tense.	You can learn to teach your kids how to clean and how to avoid fights about cleaning.
Get_Good_at_Picking_Up_Girls.txt	Inside_Revision	0.947	### Approach Habits	3178	However , you should n't make it as a crutch by making it a systematic structure , but you can always start with going out consistently and naturally adapt it as a habit until it becomes second nature .	### Approach Habits	3373	Although , you should n't make it as a crutch by making it a systematic structure , but you can always start with going out consistently and naturally adapt it as a habit until it becomes second nature .	<replace><However><1><Although><1>	True	Approach Habits  1. Go out on a consistent basis. Like any other skill, pickup should to be practiced on a regular basis, so going out consistently helps a lot. *	Then you wouldn't need to follow a structure or routine as the right action should come on its own. Also you wouldn't be at the mercy of your mood or motivation to move forward. It is highly recommended that you read Cold Approach a Girl and Pull a Girl Home to learn about how to get yourself started.
Get_Good_at_Picking_Up_Girls.txt	Begin_Revision	0.904	### Habits	64	While the girl is walking in the same direction as you .	### Habits	114	When the girl is walking in the same direction as you .	<replace><While><1><When><1>	True	Habits  1. Go out on a regular basis. Like any other habit pickup requires to be practiced on a regular basis so going out on a regular basis is needed if you want to get good at this. Remember anything can be applied to anything. Of course dont use it as a crutch, but you can always start with consistene basis and naturally you adapt it as a habit. 2. Record yourself. Its so fucking important that you record yourself while practicing pickup. It will improve your social skills many fold as you would be able to analyze yourself and fix the mistakes quickly rather than tryin to figure out what you habe been doing wrong * Audio recording. As a start use a earphones with built in mic. since most phones have a recording feature. just tuck them in your shirt and turn them before any approche. place them near to your mouth as if listening to music. You can also use a digital recorder and goof quality mic. Look on amazon. Of course test them out before going out to see if it picks up your voice before from different positions * Video recording. If you want to go watching yourself and criticing yourself you should have a friend video recording you. so before every approach turn on your audio and to make your friend know to start video recording you, give him/her a signal so when you use a video editing program you can sync audio and video. To know more about it. You would be very amazed how it would social skills as you wihtout it you may end rumination for weeks may be months about what you might be dping wrong. Its that important. 3. Know how to stop girls. There would be many occasions when you would have to stop the girls to have an interaction with them. The way you stop a girl is important as it can distinguish from being creepy from confident and secure person. * When the girl is coming from front. It means when you both are walking towards each other. When you see a girl or girls walking towards you then you look at them and start talking or wave to them while they are like 10 feet away from you. This would not surprise her and you you would have enough time window to subside the initial reaction from the girls. For example while you are walking towards each other wave to her and say something indirect like 'Do you know if there is a coffee place around here?' as per the social conditioning it is norm that she would have to stop to talk to you and then you tell her you intentions 'I am just kidding, i thought you are cute so I had to say Hi'. Or you can go direct 'You look so cute and I had to say Hello' *	If you see a cute girl walking in front in the same direction as you. You run or tread up to her and give her a little tap on the shoulder and say Hi. This may still surprise her but this sub-communicates confidence. There is
Get_Good_at_Picking_Up_Girls.txt	Inside_Revision	0.72	### Approach Habits	6769	For example , you can practice while grocery shopping , while you 're walking around town , running errands etc. It is highly recommended that you read Cold Approach a Girl and Pull a Girl Home to get yourself started .	### Approach Habits	9313	Then you can practice while grocery shopping , while you 're walking around town , running errands etc. It is highly recommended that you read Cold Approach a Girl and Pull a Girl Home to get yourself started .	<delete><For><1>|||<delete><example><2>|||<replace><,><3><Then><1>	True	Approach Habits  1. Go out often. Like any other skill, pickups should be practiced on a regular basis. So going out consistently helps a lot. * Don't use it as a crutch by going to extremes. You can always start by going out consistently until it becomes second nature.	.
Get_Good_at_Picking_Up_Girls.txt	Inside_Revision	0.916	### Approach Habits	7951	Or if you want to be more dominant , try running up to a girl and stand in front of her , as you give her a hand gesture to stop .	### Approach Habits	8492	Also , if you want to be more dominant , try running up to a girl and stand in front of her , as you give her a hand gesture to stop .	<insert><Also><1>|||<replace><Or><1><,><2>	True	"Approach Habits  1. Go out often. Like any other skill, pickup should be practiced on a regular basis. So going out consistently helps a lot. * Although, don't use 'going out often' as a crutch. You can always start by going out consistently until it becomes second nature. For example, you can practice while grocery shopping, while you're walking around town, running errands etc. It is highly recommended that you read Cold Approach a Girl and Pull a Girl Home to get yourself started. 2. Know how to stop girls properly. There will be many occasions when you will need to stop a girl to talk to her. The way you stop a girl is quite important as it can distinguish you as being either creepy or confident. * When a girl or girls are walking towards you, start talking or wave at them while they are about 7 to 15 feet away from you. Use common sense; don't start talking when they are too far away or too close. This would not surprise them much and they would have enough of a time window to subside their initial reaction. For example, when you and the girl are walking towards each other, wave to her and say something indirect like ""Do you know if there is a coffee place around here?"" As per the social conditioning, she usually would stop. Then you can tell her your intentions like ""I am just kidding, I thought you are absolutely adorable and I had to say hi"". Or you can remain indirect on the basis of response from the girl. So calibrate. * If the girl is walking in the same direction as you, then jog or run up to her, give her a light tap on the shoulder, and say ""Hi"". This may still surprise her but it communicates confidence. Or you can just walk up to her, until you are shoulder to shoulder, turn and say 'hi' and do your spiel. * Another way would be to call her from the back. Say something like 'Excuse me' or 'hi', and when she turns around then jog up to her and do your spiel. *"	Make sure there is enough distance between you and her. See if this works for you or not. A humble smile helps a lot.
Get_Good_at_Picking_Up_Girls.txt	Begin_Revision	0.878	### Approach Habits	7955	And keep in mind that there will always be girls who are not interested in you .	### Approach Habits	8088	Also , keep in mind that there will always be girls who are not interested in you .	<insert><Also><1>|||<replace><And><1><,><2>	True	"Approach Habits  1. Go out often. Like any other skill, pickup should be practiced on a regular basis. So going out consistently helps a lot. * Although, don't use 'going out often' as a crutch. You can always start by going out consistently until it becomes second nature. For example, you can practice while grocery shopping, while you're walking around town, running errands etc. It is highly recommended that you read Cold Approach a Girl and Pull a Girl Home to get yourself started. 2. Know how to stop girls properly. There will be many occasions when you will need to stop a girl to talk to her. The way you stop a girl is quite important as it can distinguish you as being either creepy or confident. * When a girl or girls are walking towards you, start talking or wave at them while they are about 7 to 15 feet away from you. Use common sense; don't start talking when they are too far away or too close. This would not surprise them much and they would have enough of a time window to subside their initial reaction. For example, when you and the girl are walking towards each other, wave to her and say something indirect like ""Do you know if there is a coffee place around here?"" As per the social conditioning, she usually would stop. Then you can tell her your intentions like ""I am just kidding, I thought you are absolutely adorable and I had to say hi"". Or you can remain indirect on the basis of response from the girl. So calibrate. * If the girl is walking in the same direction as you, then jog or run up to her, give her a light tap on the shoulder, and say ""Hi"". This may still surprise her but it communicates confidence. Or you can just walk up to her, until you are shoulder to shoulder, turn and say 'hi' and do your spiel. * Another way would be to call her from the back. Say something like 'Excuse me' or 'hi', and when she turns around then jog up to her and do your spiel. * Or if you want to be more dominant, try running up to a girl and stand in front of her, as you give her a hand gesture to stop. Make sure there is enough distance between you and her. See if this works for you or not. A humble smile helps a lot. * When a girl is behind you and walking in your direction, then simply turn around and do your spiel. Make sure there is an appropriate distance between you and the girl so you don't surprise her too much. * Stand your ground. Don't follow the girl or walk backwards if she's walking away, despite your assertive request of asking her to stop, or after doing your spiel. Stand your ground and let her walk away. You wouldn't want to talk to someone who can't stop for a few minutes to have a conversation with you. Although its okay to walk with a girl if she genuinely seems to be in a hurry and/or asks you to walk with her. 3. Be assertive with common sense. Most girls like an assertive, commanding and leading guy. It doesn't matter how confident or independent they are. It's because of biological and evolutionary factors. A majority of the girls, especially attractive ones, most likely, will not stop or have a conversation with you unless you are dominant and assertive. So next time when a girl walks away from you, say something like, ""Hey, wait! I am talking to you"". Use the ""beckoning finger"" or the ""beckoning palm"" gesture to call her back. If you do it right, it will turn on a biological switch in her head and make her compliant. If you are not assertive enough, you will most likely lose her. * This doesn't mean you force yourself to be assertive. So use common sense and naturally calibrate as per the response from the girl."	Move on.
Get_Good_at_Picking_Up_Girls.txt	Inside_Revision	0.381	### Finding a Balance	13968	Since all these aspects are interconnected and back each other up , people who maintain a good balance between these aspects have a great potential to quickly get good at pickup , as they will easily be able to connect the dots between these areas and sub-areas .	### Finding a Balance	22723	As all these aspects are interconnected and back each other up , people who maintain a good balance between these aspects have a great potential to quickly get good at pickup , as they will easily be able to connect the dots between these areas and sub-areas .	<replace><Since><1><As><1>	True	Finding a Balance  1. Live an interesting life. People who follow their passions, hobbies, and desires are considered very attractive, like musicians, tech entrepreneurs, actors, and adventurists. Living an interesting life also gives you a lot of interesting stuff to talk about. It gives you deep inner confidence and enthusiasm. Most people are boring and lead a quite straightforward life. They might go to work or school, then come back and play some video games, talk and hang with friends, watch TV, etc. Life pretty much revolves around these things and that is what they tend to talk about. * What is the most interesting, adventurous, spontaneous thing you did in last 100 days? What are your passions? Make a habit of doing something interesting and new from time to time. Try hiking, sky diving, visiting new places or exploring your city, visiting animal shelters, volunteering, and working on your passions. 2. Work on the balance between health, wealth, and relationships. Having a good balance between these three aspects is tremendously important to get good at pickup.	People who have a good social life are more likely to be confident.
Get_Good_at_Picking_Up_Girls.txt	Inside_Revision	0.921	### Approach Habits	15336	Then you can practice while you 're grocery shopping , walking around town , running errands , commuting , etc ; so you do n't always have to dedicate special time to practice .	### Honing Your Approach Habits	21891	Or you can practice while you 're grocery shopping , walking around town , running errands , commuting , etc ; so you do n't always have to dedicate special time to practice .	<replace><Then><1><Or><1>	True	Approach Habits  1. Go out often. Like any other skill, 'pick up' should be practiced on a regular basis. So going out consistently helps a lot. * Don't use 'going out often' as a crutch. You can always start by going out consistently until it becomes second nature.	It is highly recommended that you read How to Cold Approach a Girl and How to Pull a Girl Home to get yourself started.
Get_Good_at_Picking_Up_Girls.txt	Begin_Revision	0.927	### Approach Habits	13705	Although it 's okay to walk with a girl if she genuinely seems to be in a hurry and / or asks you to walk with her .	### Changing Your Approach Habits	13863	However , it 's okay to walk with a girl if she genuinely seems to be in a hurry and / or asks you to walk with her .	<insert><However><1>|||<replace><Although><1><,><2>	True	"Approach Habits  1. Go out often. Like any other skill, picking up should be practiced on a regular basis. So going out consistently helps a lot. * Although, don't use 'going out often' as a crutch. You can always start by going out consistently until it becomes second nature. Then you can practice while grocery shopping, while you're walking around town, running errands, commuting etc. So you don't always have to dedicate special time to practice. It is highly recommended that you read Cold Approach a Girl and Pull a Girl Home to get yourself started. 2. Know how to stop girls properly. There will be many occasions when you will need to stop a girl to talk to her. The way you stop a girl is quite important as it can distinguish you as being either creepy or confident. * When a girl or girls are walking towards you, start talking or wave at them while they are about 7 to 15 feet away from you. Use common sense; don't start talking when they are too far away or too close. This would not surprise them much and they would have enough of a time window to let their initial reaction subside. For example, when you and the girl are walking towards each other, wave to her and say something indirect like ""Do you know if there is a coffee place around here?"" As per the social conditioning, she usually would stop. Then you can tell her your intentions like ""I am just kidding, I thought you are absolutely adorable and I had to say hi"". Or you can remain indirect on the basis of a response from the girls. So calibrate. * Also, if you want to be more dominant, simply stand in front of her, as you give her a hand gesture to stop. Make sure there is enough distance between you and her. See if this works for you or not. A humble smile helps a lot. * If the girl is walking in the same direction as you, then jog or run up to her, give her a light tap on the shoulder, and say ""Hi"". This may still surprise her but it communicates confidence. Alternatively, you can just walk up to her, until you are shoulder to shoulder, turn and say 'hi' and do your spiel. Try to make sure that she sees you coming. * Another way would be to call her from the back. Say something like 'Excuse me' or 'hi', and when she turns around then jog up to her and do your spiel. * When a girl is behind you and walking in your direction, then simply turn around and do your spiel. Make sure there is an appropriate distance between you and the girl so you don't surprise her too much. * Stand your ground. Don't follow the girl or walk backwards if she's walking away, despite your assertive request of asking her to stop, or after doing your spiel. Stand your ground and let her walk away. You wouldn't want to talk to someone who can't stop for a few minutes to have a conversation with you."	Also, it's fine to walk with a girl for some time to tune into her state and then when you feel you are in tune, you can ask her to stop or simply keep walking with her, if you want to just get into a social mood. Depending on what feels more natural.
Get_Good_at_Picking_Up_Girls.txt	Inside_Revision	0.714	### Cultivating Conversation Habits and Practices	14046	If you are making an emotional connection with a women , you may not necessarily want to commit to her and this should be communicated through your intention so she does n't feel lead .	### Cultivating Conversation Habits and Practices	15027	Even if you are making an emotional connection with a women , you may not necessarily want to commit to her and this should be communicated through your intention so she does n't feel lead .	<insert><Even><1>|||<replace><If><1><if><2>	True	"Cultivating Conversation Habits and Practices  1. Make a deep genuine connection. Most guys ""want"" something from girls. It could be sex, social status, physical intimacy, showing off, etc. Even if they get it, they don't feel satisfied. Why? It's because the human mind is inherently needy or insatiable. It always wants more. Read last step of How to Stop Being Needy for more insight. Here's the deeper truth: in essence, she's a human being just like you. This means they have been through similar phases of suffering and happiness, have a life story, have passions or interests, and so on. Isn't that enough to make an emotional and deep genuine connection with them? The deeper you go into it, the more you will realize that sex or physical intimacy is just a by-product of a deep emotional connection. * ""Be content with what you have; rejoice in the way things are. When you realize there is nothing lacking, the whole world belongs to you."" - Tao Te Ching. * Make a habit of talking to the ""least attractive"" girls (or even guys) when you go out and genuinely practice making a deep connection with them. Not only does it help you to perceive people beyond their looks and change and dissolve your existing or pre-conceived paradigms, but it's also a practical way to get yourself in a social mood. So when you approach that hot girl you find attractive, you are already in a more fun and confident state. Plus, you can stay longer in a conversation with a less attractive girl. Here are few conversations topics that can help: passions, childhood, goals, personality, traveling, ups and downs in life, and fun things. * Keep in mind that seeing people through concepts or beliefs on the basis of their looks or background is like missing ""not so often"" opportunities to meet some genuinely cool people. This is one of the reasons you should not reject the opportunities to interact or go on dates with less attractive girls or girls who are taken. By following this practice, you may have experiences that can change your current paradigms and mindset; this puts you on a fast track that can cut down years of effort. * At the same time, be practical about it. Yes, attraction towards good-looking girls/women is a great motivator.. So it's fine to use this motivation to approach, but at the same time, be aware that the motivation is coming from attraction towards their physical looks or else you will remain stuck at that level. Read last step of How to Become Mentally Flexible for more. * Honest communication of intentions is important."	.
Get_Good_at_Picking_Up_Girls.txt	Inside_Revision	0.406	### Experimenting	14744	Otherwise a non-conceptual and intelligent action is not possible .. Read How to Stay Rooted in Being for more depth on this .	### Experimenting	17772	So a non-conceptual and intelligent action is not possible .. Read How to Stay Rooted in Being for more depth on this .	<replace><Otherwise><1><So><1>	True	.	.
Get_Good_at_Picking_Up_Girls.txt	Begin_Revision	0.809	### Experimenting	21443	As people may find you threatening .	### Experimenting	21619	And people may find you threatening .	<replace><As><1><And><1>	True	"Experimenting  1. Experiment with your approach. Pickup is very subjective, as you meet many different people who all have vastly different personalities, mental interpretations to things, and humor; the list goes on. For example: suppose telling a joke to a girl, Martha, makes her laugh and telling the same joke to another girl, Anna, creeps her out. Does this mean that Martha is cooler than Anna? Perhaps. There could be countless reasons for their different reactions. A few of them could be: * Your personality and sense of humor resonates better with Martha, as joke was polarizing. * Anna could be in a bad mood, didn't like you or the joke, didn't like your physical appearance, likes taller guys, likes guys her own race, thinks you smell bad, doesn't like to crack jokes with random strangers, is insecure, or has irrational beliefs, realizes you were not confident enough for her, maybe you didn't groom well, saw that you are not wearing good clothes, and is a ""no"" girl. * You have no control over other people's reactions, actions, personality, and mood, and if you worried about it, you will just suffer. Even your own thoughts and emotions are not in your control; they are automatic and come and go. Read How to Become Mentally Flexible and How to Surrender to the Present Moment for more depth. * Work on the key practices or habits, as mentioned in the article and related articles, that are in your ""direct"" control. Read Become Mentally Flexible for more. Dress well, groom and smell good, work out, speak with confidence and assertiveness, analyze your audio recordings, keep strong eye-contact, stop girls properly, keep an analysis journal, be nonreactive, meditate, make a deep emotional connection, correct your body posture and primarily have fun. 2. Try new things. Practicing pickup as an experiment means you can try new things as test cases and just observe their outcome like a good scientist, without any emotional or mental interpretations. Then the true unconditioned interpretation will come naturally, and you will clearly see what works and what doesn't work for you. According to the Tao Te Ching, ""A good scientist has freed himself of concepts and keeps his mind open to what is."" * For example: if you learned that maintaining a strong eye contact during interaction builds attraction, then don't just reject or accept it right away. Use it as an experiment test case. Practice maintaining a strong eye contact in all of your approaches and just truly observe the outcome. Like a good scientist, don't get identified with the outcome. This may go on for some days or be over after a few approaches. It will depend on your personality, your openness to try new things, your humility, and learning curve. As a successful scientific discovery is adopted by people on a larger scale, integrate what you discover into your game. * Be aware of the mental constructs. A construct like, ""When I keep a strong eye contact, girls seem to be pretty attracted to me. So if I keep doing that, I will get same or similar results all the time,"" would be another mind-made concept made in a futile attempt to understand the world through mind. It's fine to use concepts in the beginning or from time to time, but as you go along, you shouldn't cling to concepts, as they fragment the reality. So a non-conceptual and intelligent action is not possible.. Read How to Stay Rooted in Being for more depth on this. * ""The scientist's religious feeling takes the form of a rapturous amazement at the harmony of natural laws, which reveals an intelligence of such superiority that in comparison with it, all systematic thinking of human being is an utterly insignificant reflection. This feeling is the guiding principle of my work."" - Albert Einstein. 3. Test the validity of your self-limiting beliefs. Different people may have different self-limiting core beliefs that have a vast impact on their actions and personality. These beliefs are also reflected from the people around you, as the world is just a reflection of your state of consciousness. Suppose you have a belief that says ""They would feel threatened by me."" or ""What if I do something out of the norm?"" These beliefs would be reflected in the people around you, like a self fulfilling prophecy."	Even though, in reality, you may be a nice person. Yes, there is a possibility that they may find you threatening because of their irrational beliefs or stereotypes. This may make you perceive yourself the same way, like a mirror. Primarily, you need to be aware of these conditioned patterns in you to go beyond this loop. As true change comes from with in. Read Become Mentally Flexible for more depth.
Get_Good_at_Picking_Up_Girls.txt	Inside_Revision	0.809	### Experimenting	21619	And people may find you threatening .	### Experimenting	21973	As a result , people may find you threatening .	<insert><As><1>|||<insert><a><1>|||<insert><result><1>|||<replace><And><1><,><4>	True	"Experimenting  1. Experiment with your approach. Pickup is very subjective, as you meet many different people who all have vastly different personalities, mental interpretations to things, and humor; the list goes on. For example: suppose telling a joke to a girl, Martha, makes her laugh and telling the same joke to another girl, Anna, creeps her out. Does this mean that Martha is cooler than Anna? Perhaps. There could be countless reasons for their different reactions. A few of them could be: * Your personality and sense of humor resonates better with Martha, as joke was polarizing. * Anna could be in a bad mood, didn't like you or the joke, didn't like your physical appearance, likes taller guys, likes guys her own race, thinks you smell bad, doesn't like to crack jokes with random strangers, is insecure, or has irrational beliefs, realizes you were not confident enough for her, maybe you didn't groom well, saw that you are not wearing good clothes, and is a ""no"" girl. * You have no control over other people's reactions, actions, personality, and mood, and if you worried about it, you will just suffer. Even your own thoughts and emotions are not in your control; they are automatic and come and go. Read How to Become Mentally Flexible and How to Surrender to the Present Moment for more depth. * Work on the key practices or habits, as mentioned in the article and related articles, that are in your ""direct"" control. Read Become Mentally Flexible for more. For example: Dress well, groom and smell good, work out, speak with confidence and assertiveness, analyze your audio recordings, keep strong eye-contact, stop girls properly, keep an analysis journal, be nonreactive, meditate, make a deep emotional connection, correct your body posture and primarily have fun. 2. Try new things. Practicing pickup as an experiment means you can try new things as test cases and just observe their outcome like a good scientist, without any emotional or mental interpretations. Then the true unconditioned interpretation will come naturally, and you will clearly see what works and what doesn't work for you. According to the Tao Te Ching, ""A good scientist has freed himself of concepts and keeps his mind open to what is."" * For example: if you learned that maintaining a strong eye contact during interaction builds attraction, then don't just reject or accept it right away. Use it as an experiment test case. Practice maintaining a strong eye contact in all of your approaches and just truly observe the outcome. Like a good scientist, don't get identified with the outcome. This may go on for some days or be over after a few approaches. It will depend on your personality, your openness to try new things, your humility, and learning curve. As a successful scientific discovery is adopted by people on a larger scale, integrate what you discover into your game. * Be aware of the mental constructs. A construct like, ""When I keep a strong eye contact, girls seem to be pretty attracted to me. So if I keep doing that, I will get same or similar results all the time,"" would be another mind-made concept made in a futile attempt to understand the world through mind. It's fine to use concepts in the beginning or from time to time, but as you go along, you shouldn't cling to concepts, as they fragment the reality. So a non-conceptual and intelligent action is not possible.. Mind is not the most intelligent faculty in human beings.. Read How to Stay Rooted in Being for more depth on this. * ""The scientist's religious feeling takes the form of a rapturous amazement at the harmony of natural laws, which reveals an intelligence of such superiority that in comparison with it, all systematic thinking of human being is an utterly insignificant reflection. This feeling is the guiding principle of my work."" - Albert Einstein. 3. Test the validity of your self-limiting beliefs. Different people may have different self-limiting core beliefs that have a vast impact on their actions and personality. These beliefs are also reflected from the people around you, as the world is just a reflection of your state of consciousness. Suppose you have a belief that says ""They would feel threatened by me."" or ""What if I do something out of the norm?"" These beliefs or thoughts in head, would be reflected in the people around you, like a self fulfilling prophecy."	Even though, in reality, you may be a nice person. Yes, there is a possibility that they may find you threatening because of their irrational beliefs or stereotypes. This may make you perceive yourself the same way, like a mirror. Primary reality is within, so you need to be aware of these conditioned patterns in you to go beyond this loop. Read Become Mentally Flexible for more depth.
Give_Up_on_Girls.txt	Begin_Revision	0.948	### Living Life Without Girls	2083	Once you have overcome the heartbreak , and made a clean break from the romantic sphere , you will have found you have more free time on your hands for activities that you have always wanted to pursue .	### Living Life Without Girls	2138	Now that you have overcome the heartbreak , and made a clean break from the romantic sphere , you will have found you have more free time on your hands for activities that you have always wanted to pursue .	<insert><Now><1>|||<replace><Once><1><that><2>	True	Living Life Without Girls  1. Focus on other things. When you make the decision to do without the ladies, you have an opportunity to focus your energies on other activities and interests. * Being single can be great for your career.	.
Install_a_Door_Jamb.txt	Begin_Revision	0.935	### Creating and Installing the Jamb	180	Before attaching the jamb to the frame , place wood strips ( shims ) under it .	### Creating and Installing the Jamb	236	After attaching the jamb to the frame , place wood strips ( shims ) under it .	<replace><Before><1><After><1>	True	Creating and Installing the Jamb  1. Nail the wood together. Lay one of the longer pieces of wood on its side. Attach the shorter piece to one end of the longer piece. Get your nail gun and hold it square on the outside of the area where the wood meets. Add the nails to secure the pieces together. Align the other piece of wood on the opposite side and attach it the same way. 2. Hold the jamb up to the door frame. Haul your newly-cut wood up into the frame. Since you measured, it should fit in there well. Align the left side against the wall and see if it appears level. Double-check this with a level. 3. Level out the jamb with wood strips.	Figure out where you need to place the shims to level the hinge side from top to bottom. Get these strips from the home improvement store. Slip them between the jamb and frame as needed.
Go_From_a_Tomboy,_Punk,_or_Emo_Scene_to_a_Girly_Girl.txt	Begin_Revision	0.796	## Steps	774	Just because you wear glasses , do n't be sad .	## Steps	845	If you wear glasses , do n't be sad .	<delete><Just><1>|||<replace><because><2><If><1>	True	"Steps  1. Read magazines and fashion articles for tips on what style fits your body, you don't want anything that looks weird. 2. Go shopping at the mall. 3. Try to be more feminine. 4. If you're making a big step, try little changes; a little more makeup, such as eyeliner or mascara, don't do anything too big. 5. If you're afraid to come off as a poser and have people say, ""why are you so girly now?"" Just say, ""What do you mean, I always was"" or something to throw them off. 6. Once you feel comfortable, go for the big stuff like highlights, fake nails or something that just pops! 7."	You can buy the latest styles in glasses; something more slim. Try blacked rim and square frames or something that just fits.
